user_id,purchase_ts,revenue
bae0cb2b858e8df24c2685220a880bef,2022-11-25 17:15:14.820409,0.67
1965adc6af84705ee7552f0308bffff7,2022-11-20 17:49:54.839908,1.55
271b7922d3ea52c9ed025c7f54764aa5,2022-11-25 17:19:09.976005,0.31
34dd18578889719f8e2a33dacfc55adc,2022-11-16 22:29:56.144919,6.80
61347b0b6524bc1c640e4f70899b23a5,2022-12-09 19:22:57.500240,0.93
c48c3b82edfc50952a8b9c85a7989dce,2022-12-01 04:36:00.602447,2.65
fc297bea77d6ba912be6705f109b9ee8,2022-11-29 07:09:05.688792,0.23
8f874bb51bf7cd369213243a0a23fc8b,2022-11-21 11:08:07.997256,0.40
61347b0b6524bc1c640e4f70899b23a5,2022-12-09 19:17:59.496707,0.93
b3727fa99ee5f3cbd7fe88e953af201f,2022-11-04 23:08:38.369387,4.13
fc297bea77d6ba912be6705f109b9ee8,2022-11-29 11:54:26.979332,0.23
6cabb1ee68f624d958ae34760ba5b739,2022-12-15 16:30:38.082206,2.88
271b7922d3ea52c9ed025c7f54764aa5,2022-11-25 17:31:19.727060,0.31
41fab7434e50c1a114c683626d757376,2022-11-08 07:38:45.102950,1.31
8f874bb51bf7cd369213243a0a23fc8b,2022-12-04 09:01:17.489853,0.31
1aa2b1650dec0053499c90e315773131,2022-12-23 09:15:46.925192,0.52
93a70d19fd8cb705ecc06baf9a2d91e7,2022-11-28 16:09:22.447834,0.34
afdec7e03c09e8a6a661e46d9696e233,2022-12-24 08:49:42.074202,0.00
c3d600572907e1f97598c8262afb3f4c,2022-11-24 17:01:21.260315,1.13
b4996b0da9c787c4e9f0a87d47d0515f,2022-11-23 11:59:23.596575,4.91
b8ab882a80d598af479cfb81a237332d,2022-11-12 05:32:38.901849,7.06
b4996b0da9c787c4e9f0a87d47d0515f,2022-11-24 01:58:15.769319,4.94
b8ab882a80d598af479cfb81a237332d,2022-11-12 05:32:38.901849,7.06
d3c977744cee359f8c4f0d6379dab32c,2022-12-01 06:31:34.852821,7.65
b4996b0da9c787c4e9f0a87d47d0515f,2022-11-23 09:04:09.710865,4.53
e934d05dabf911854faae7c8c00180d7,2022-11-12 15:08:18.095866,37.34
dc03ae88fbd0dd42867ff2ef127612d0,2022-11-12 10:18:20.572148,2.61
b4996b0da9c787c4e9f0a87d47d0515f,2022-11-23 10:46:51.039694,4.91
d3c977744cee359f8c4f0d6379dab32c,2022-11-20 09:46:55.619229,5.80
d3c977744cee359f8c4f0d6379dab32c,2022-12-01 06:49:43.568042,10.06
e934d05dabf911854faae7c8c00180d7,2022-11-13 14:16:47.065005,16.30
e208ff3abb2ff6c600141ba0689bb021,2022-11-18 08:35:28.588235,2.65
189b0fb9e03f54c5b529b9bc2d3bee6a,2022-11-23 21:15:23.870957,7.84
b8ab882a80d598af479cfb81a237332d,2022-11-11 20:50:33.771159,6.91
b8ab882a80d598af479cfb81a237332d,2022-11-11 20:10:38.078799,7.41
47ba472bad22df57b108bc54b9aa052b,2022-12-03 07:26:26.795030,2.85
b4996b0da9c787c4e9f0a87d47d0515f,2022-11-23 11:12:01.276664,4.91
c613dd649cab391ac6f4bf7cd78bfcfe,2022-11-11 15:59:09.889579,2.11
b4996b0da9c787c4e9f0a87d47d0515f,2022-11-23 14:27:31.015630,4.91
e934d05dabf911854faae7c8c00180d7,2022-11-11 17:57:10.362494,16.17
d3c977744cee359f8c4f0d6379dab32c,2022-12-01 07:15:53.062288,2.47
b8ab882a80d598af479cfb81a237332d,2022-11-11 20:10:38.078799,7.41
d3c977744cee359f8c4f0d6379dab32c,2022-12-01 06:49:43.568042,10.06
b8ab882a80d598af479cfb81a237332d,2022-11-11 20:50:33.771159,6.91
d3c977744cee359f8c4f0d6379dab32c,2022-11-20 06:04:30.668517,2.13
b8ab882a80d598af479cfb81a237332d,2022-11-11 19:34:49.773152,6.91
189b0fb9e03f54c5b529b9bc2d3bee6a,2022-11-23 21:15:23.870957,7.84
b8ab882a80d598af479cfb81a237332d,2022-11-11 19:34:49.773152,6.91
e7704a72a7a942a8f2a3223a4e7e26dc,2022-11-13 17:26:02.396620,6.94
caae16274bdc44537f29a5a7501bb663,2022-11-30 04:02:14.933898,0.44
7d3f84abd949b7a55c84657cd78523ea,2022-11-13 10:22:44.271368,0.85
caae16274bdc44537f29a5a7501bb663,2022-11-30 05:49:46.437466,0.44
7d3f84abd949b7a55c84657cd78523ea,2022-11-13 10:30:20.471335,0.85
9a51e649f53c5ab5befe68fee1e79ae1,2022-11-09 05:09:17.169644,10.45
301004000362c36e76df6c91bbffb5a5,2022-11-23 12:28:30.453847,0.00
e7704a72a7a942a8f2a3223a4e7e26dc,2022-11-13 19:16:18.702812,6.94
8ed37c9d087a64c2aec47254bea80d40,2022-11-16 18:50:49.529558,2.05
e7704a72a7a942a8f2a3223a4e7e26dc,2022-11-13 19:16:18.702812,6.94
37876df851dba9a9b472262a14212080,2022-11-09 00:36:41.454127,6.89
301004000362c36e76df6c91bbffb5a5,2022-11-16 05:56:18.066189,0.00
301004000362c36e76df6c91bbffb5a5,2022-11-09 17:11:46.324969,0.00
301004000362c36e76df6c91bbffb5a5,2022-11-09 17:11:46.324969,0.00
caae16274bdc44537f29a5a7501bb663,2022-11-30 05:33:14.306227,0.44
e7704a72a7a942a8f2a3223a4e7e26dc,2022-11-13 17:26:02.396620,6.94
caae16274bdc44537f29a5a7501bb663,2022-11-30 05:40:30.408336,0.44
31f2562a84c93ac93cb16dff986173a7,2022-11-28 21:10:47.759570,0.27
e983bd9d03ecda2c9246d46542a8b15b,2022-11-16 15:02:42.389578,2.59
06a57f71e667d991e2c4f8c96f857ccd,2022-11-16 15:57:50.187737,3.64
05c08463bac5cfc44beacefd54602afb,2022-11-11 19:30:11.409399,0.82
4c7f97b72ca2469bebdefc4a57ddb329,2022-11-28 08:08:03.960281,2.31
da43dc03f05e4ede5bd224ab047f5b55,2022-11-09 00:06:56.001195,0.96
31f2562a84c93ac93cb16dff986173a7,2022-11-28 21:13:43.897558,0.27
e983bd9d03ecda2c9246d46542a8b15b,2022-11-16 15:32:12.592304,2.59
4c7f97b72ca2469bebdefc4a57ddb329,2022-11-28 17:00:25.103167,2.31
20424bff6bcec253988153f093431a6d,2022-11-09 06:05:30.609433,0.54
757d09b33787855c4ba4c9bcb5699986,2022-12-07 16:53:39.234774,13.52
490505e89218d0136dfb8ac9a5b042a9,2022-11-03 22:49:27.819250,2.27
f9ea90530c1a5f7e9613e6fad16a6453,2022-11-19 13:53:19.374652,5.04
a7a234fb9f5a034a2920f4b4c75109b0,2022-12-16 06:49:18.061636,0.80
78d8bf2ab5aeb123e64ed763270a50dc,2022-11-21 10:35:18.775818,8.70
66c66d8323a67c4a6a424a65706bbe2a,2022-11-20 11:50:26.714980,1.01
490505e89218d0136dfb8ac9a5b042a9,2022-11-03 23:05:02.615989,2.27
66c66d8323a67c4a6a424a65706bbe2a,2022-11-20 11:58:06.182807,1.16
86be9a687f5ebee8e3fb9c2aadf653f0,2022-11-11 16:18:08.669109,0.08
a64721ee43e480c4a6f9e0d23e30ad50,2022-11-29 13:31:09.189787,8.57
2e8d8c1eca6c85a2d90c80fc54c9081b,2022-11-18 10:20:54.622898,4.92
bf5de6efc051b5b159b20df49df82303,2022-12-09 03:13:06.874252,32.02
2e8d8c1eca6c85a2d90c80fc54c9081b,2022-11-16 16:42:40.804668,7.24
abd9d4ca61a3163487ca3fd460037b65,2022-12-01 03:23:59.736612,0.00
2e8d8c1eca6c85a2d90c80fc54c9081b,2022-11-25 07:34:05.133236,7.03
117ea897c31c77614fa9bdfaadd6c4d5,2022-12-28 10:10:35.558256,0.68
e210fc9798835f3c0f286caf83aa1ae8,2022-12-06 14:08:17.421404,3.97
0507d470dd34d20ecafabdb0ac9916fe,2022-12-10 16:08:46.546785,3.17
b36ab85b87d0ecb2fed33fd365d8f08b,2022-11-21 13:20:08.512521,6.89
f599a2def89ef22b5c7d3a32adf15448,2022-11-20 19:37:00.781023,1.95
6990477e0c4fb96ae8a07bcd58afe058,2022-11-26 13:05:49.533644,6.71
6990477e0c4fb96ae8a07bcd58afe058,2022-11-26 13:54:39.944672,2.01
6990477e0c4fb96ae8a07bcd58afe058,2022-11-22 08:50:25.240679,26.19
6990477e0c4fb96ae8a07bcd58afe058,2022-11-26 11:16:38.553677,7.64
a87673a83e7075d0052ce6fcc9ec2be1,2022-12-03 18:54:42.606880,23.23
412c9d528e3173a778601c098ce34cf3,2022-12-03 03:43:59.586367,7.18
d6dcf75e00560df381fc9444606b64a2,2022-12-04 15:25:01.763533,20.55
d6dcf75e00560df381fc9444606b64a2,2022-12-04 15:51:44.497632,20.55
6cca21fe291a2996e5b9b4999f32f481,2022-11-13 13:34:13.190244,16.30
fa0d56cbfb1fd3d7ea9f1a64a9d82620,2022-11-23 17:31:40.283378,8.21
338bc3bd4fe7ae4a98345efcf143d810,2022-11-25 17:20:25.410341,28.43
338bc3bd4fe7ae4a98345efcf143d810,2022-11-25 18:16:22.547099,28.41
01eda59907c4de4ea7bde78ae14efef4,2022-11-16 16:42:13.937428,6.68
a6aeeea517941aea96a0c4c918811499,2022-12-06 16:39:36.807053,0.36
01eda59907c4de4ea7bde78ae14efef4,2022-11-16 12:28:06.051509,7.02
01eda59907c4de4ea7bde78ae14efef4,2022-11-17 03:59:11.844483,6.66
239f394f56bb771d599fa64f94ae8b91,2022-11-21 13:13:41.665320,5.02
79c5dd33af227b55eacffe01e18186c6,2022-11-16 11:01:28.324681,5.16
239f394f56bb771d599fa64f94ae8b91,2022-11-21 13:13:41.665320,5.02
c3d2220dd6076caffb0cf4df0318493b,2022-11-23 20:22:30.579515,0.00
01eda59907c4de4ea7bde78ae14efef4,2022-11-16 12:47:43.892563,6.68
01eda59907c4de4ea7bde78ae14efef4,2022-11-16 16:49:02.135094,6.68
ec9251ec46de51bf1729237c64d5aae6,2022-11-15 11:41:22.779935,3.34
01eda59907c4de4ea7bde78ae14efef4,2022-11-16 18:56:33.557390,6.68
01eda59907c4de4ea7bde78ae14efef4,2022-11-17 03:49:16.116020,6.66
98baa1b1ddf29a9e98afae7f46236231,2022-11-16 11:42:16.983833,3.11
5f3979b28ccaaba4163431f8a9819f2e,2022-11-23 08:27:13.482458,1.55
79c5dd33af227b55eacffe01e18186c6,2022-11-16 11:45:40.540138,5.16
ec9251ec46de51bf1729237c64d5aae6,2022-11-15 11:56:45.633498,3.34
01eda59907c4de4ea7bde78ae14efef4,2022-11-17 04:38:54.555034,6.66
5ef83d106fbfb07b828bce9727d1a350,2022-11-22 12:27:12.609581,5.74
62d081ef0d04c2a24932f5b714557798,2022-11-15 18:57:32.824158,0.39
f55591850bcf7696c008d9fd2bcb9b19,2022-11-14 18:08:52.857615,2.61
01eda59907c4de4ea7bde78ae14efef4,2022-11-16 13:07:51.855593,3.99
ee98890f006c4482234629d4dee30587,2022-11-17 16:19:09.755078,3.63
47c53736f250dbbe8622b2a92af8c22d,2022-12-10 19:31:27.104366,2.24
47c53736f250dbbe8622b2a92af8c22d,2022-12-10 19:31:54.640341,2.24
ee98890f006c4482234629d4dee30587,2022-11-17 16:52:01.463777,3.63
47c53736f250dbbe8622b2a92af8c22d,2022-12-12 05:44:36.487958,2.24
47c53736f250dbbe8622b2a92af8c22d,2022-12-10 19:32:52.450541,2.24
067dcbd7d74c41c5b0296225bebc5981,2022-11-21 22:42:59.812001,0.00
47c53736f250dbbe8622b2a92af8c22d,2022-12-10 19:30:30.545954,2.24
47c53736f250dbbe8622b2a92af8c22d,2022-12-10 19:29:41.337007,2.24
6c1fcd8db42e375c11e7ea0e9a7822ff,2022-11-12 10:37:49.240762,2.05
6c1fcd8db42e375c11e7ea0e9a7822ff,2022-11-12 11:25:54.814207,2.77
96fcf94eb3b977369e7d70a8f719875e,2022-11-11 15:08:30.675921,5.01
a6955570d429a89a0012b1a36123367c,2022-11-25 07:44:55.748482,0.36
6c1fcd8db42e375c11e7ea0e9a7822ff,2022-11-12 10:54:15.149678,2.05
5762008fd9e0b5215a0e3c79cd5591d0,2022-11-21 06:32:14.800011,3.68
2c77c2a71338af48a12c5862e346207a,2022-11-26 05:38:24.204307,1.82
abfcdd1fd8948f4c78fb21fd7815b2fc,2022-11-17 16:30:30.449138,0.43
96fcf94eb3b977369e7d70a8f719875e,2022-11-11 15:08:30.675921,5.01
ea0712aec004607b9119c96e008a4a97,2022-11-27 07:02:50.085808,0.00
6c1fcd8db42e375c11e7ea0e9a7822ff,2022-11-12 10:37:49.240762,2.05
3a1110239ce62e8be4288d26371c4bc5,2022-11-23 17:00:19.358297,10.53
ea0712aec004607b9119c96e008a4a97,2022-11-30 07:44:19.572160,0.00
1693bae27ee3e1f1c636bf1f78e5e7b8,2022-11-12 04:37:07.698188,0.25
6c1fcd8db42e375c11e7ea0e9a7822ff,2022-11-12 11:25:54.814207,2.77
90e39ca70626fb69afe06797e0dc46ce,2022-11-26 21:58:43.643889,2.64
2ae6527ef2ca0cc2fe15591f0c92264b,2022-11-27 09:05:24.276034,8.35
ea0712aec004607b9119c96e008a4a97,2022-11-30 07:36:09.983916,0.00
ea0712aec004607b9119c96e008a4a97,2022-11-27 06:45:09.473985,0.00
abfcdd1fd8948f4c78fb21fd7815b2fc,2022-11-17 16:26:27.928477,0.43
a6955570d429a89a0012b1a36123367c,2022-12-02 10:07:37.892728,0.20
b0fa64ab53e82cf1327973150fb9d9f8,2022-11-21 17:25:44.508592,4.82
86957bcd5cf4ba99d190ca5e2d004c8c,2022-11-14 22:36:26.417435,6.17
ce0e0e420443f426661e2608ae5bbf15,2022-11-12 05:15:14.621059,4.81
86957bcd5cf4ba99d190ca5e2d004c8c,2022-11-14 22:36:26.417435,6.63
b0fa64ab53e82cf1327973150fb9d9f8,2022-11-21 17:11:56.909479,4.82
6c1fcd8db42e375c11e7ea0e9a7822ff,2022-11-12 10:54:15.149678,2.05
071958f4478a5135d9e89b220831ea20,2022-11-28 17:21:19.741735,9.58
89df3db3b969ba823db95df47dd13f00,2022-12-13 09:18:51.792208,2.98
130086d34189a1cc5a504b1f6ec1f3a8,2022-12-02 11:28:49.150303,3.85
94bdc429c852f42728b313c2991a86d7,2022-11-23 08:36:22.561865,4.77
093c9a34c62a724030a083a84cd4b5bd,2022-12-03 13:13:36.968477,7.00
baaab99d26f465591083a81494027160,2022-11-05 15:27:52.116439,2.78
02b4a1d5d075718001842a9dcd9881fa,2022-12-01 18:32:28.645109,1.95
651f644065c26ba4abd07f901a470139,2022-11-10 09:13:02.617364,9.99
94bdc429c852f42728b313c2991a86d7,2022-11-23 08:26:59.755276,3.46
99751f74088f874e6af0fa7394963ca7,2022-12-29 09:49:12.112657,3.05
89df3db3b969ba823db95df47dd13f00,2022-12-13 09:30:24.162905,2.98
d7a34dacc6203088a16baa4c51a13db7,2022-11-29 19:38:44.046445,3.69
d7a34dacc6203088a16baa4c51a13db7,2022-11-08 18:35:43.007020,2.42
130086d34189a1cc5a504b1f6ec1f3a8,2022-12-02 11:20:26.936824,3.85
a8ce999a25f6d3f3a4458076820ea446,2022-12-02 14:27:11.306477,1.80
726ef311be7d8ad07f8607cd2eee6150,2022-11-28 21:02:53.305477,2.72
f6c72297a336b5674a7c896d3c835e62,2022-11-19 13:32:57.174370,0.26
55147d45f7b5b065e769ec2921dbc91b,2022-12-26 09:36:15.532355,6.12
a8ce999a25f6d3f3a4458076820ea446,2022-12-02 14:43:53.130877,1.80
a5f443eeed1a4c687f3944210d36e6bd,2022-11-17 18:42:04.643081,47.03
6107ca187056cae2c5f3ddbe8f284269,2022-12-13 13:30:58.267084,2.23
f6c72297a336b5674a7c896d3c835e62,2022-11-19 17:58:35.625099,0.22
0a0ab3bf67d1a343e5d3d3ed96eefdfa,2022-11-10 16:22:50.876305,1.06
3866cec8d20e0d16d4a4660d73b98c13,2022-11-11 17:40:37.689752,3.49
7c7f6e9f5be513cb6863c0535d919bdf,2022-11-24 05:59:51.124569,0.17
b0f6f0cc761cfaaa959a9375979751bd,2022-12-06 15:48:32.763876,24.81
ecc4eea303a1f3dc5943eb1f73e12321,2022-11-13 15:52:06.936093,6.04
c2cadf7f683014ce5ec06183fc3cc3cb,2022-11-08 17:51:44.593316,3.98
a8ce999a25f6d3f3a4458076820ea446,2022-11-24 09:59:16.970517,4.25
1546383cd8a2ab1d58b498f4f6c6b0bd,2022-11-29 14:49:17.758643,7.52
dc30d8732306430bbeb6f20db7bb4730,2022-12-01 15:51:29.974652,3.54
a8ce999a25f6d3f3a4458076820ea446,2022-11-24 10:16:57.436253,4.25
a8ce999a25f6d3f3a4458076820ea446,2022-12-14 16:14:39.233567,0.89
7c7f6e9f5be513cb6863c0535d919bdf,2022-11-08 17:40:52.187375,0.16
094f0c417409a470187953ff44da566d,2022-11-26 11:25:45.815890,7.95
dc30d8732306430bbeb6f20db7bb4730,2022-12-01 16:31:50.459991,3.54
55147d45f7b5b065e769ec2921dbc91b,2022-12-14 14:44:34.704233,4.54
dc30d8732306430bbeb6f20db7bb4730,2022-12-01 16:17:14.016308,3.54
af624318bd551a3ff38bc0588a18ad6e,2022-11-28 08:57:04.293728,0.41
726ef311be7d8ad07f8607cd2eee6150,2022-11-29 11:39:52.267761,1.78
af624318bd551a3ff38bc0588a18ad6e,2022-11-27 05:33:56.843517,0.41
a8ce999a25f6d3f3a4458076820ea446,2022-12-02 10:03:36.828035,3.70
96b4aaa19b704868b5d03cc2d0ca161c,2022-12-12 07:44:56.657449,7.55
c2cadf7f683014ce5ec06183fc3cc3cb,2022-11-08 17:51:44.593316,3.98
084ea71c9d59c11262e77eea34a6f87e,2022-11-16 09:33:11.965837,3.62
118b14de0c9f33b3bb90ab062e331e78,2022-11-17 06:31:52.058678,8.74
118b14de0c9f33b3bb90ab062e331e78,2022-11-26 09:37:01.051242,7.51
23f19069737d0bfc6ef8000979f133f2,2022-11-26 12:59:35.916247,0.70
06b068f4956fff3226dfa1c0ed0f27ba,2022-11-26 21:29:27.652942,0.94
06b068f4956fff3226dfa1c0ed0f27ba,2022-12-26 14:43:42.739463,2.84
7b42354c6093a88d6091f63e898cb0bb,2022-11-18 10:59:33.250497,5.18
8a2ceee4e8dd39560f08d6a21a4ef706,2022-11-26 14:34:42.392151,0.28
23f19069737d0bfc6ef8000979f133f2,2022-11-27 06:54:31.517979,0.70
23f19069737d0bfc6ef8000979f133f2,2022-12-25 08:18:06.680991,0.94
2562a8e8a126ed9e4c7839b92f64bd85,2022-11-08 07:26:27.081998,3.06
118b14de0c9f33b3bb90ab062e331e78,2022-11-16 05:54:23.281935,11.33
118b14de0c9f33b3bb90ab062e331e78,2022-11-23 09:04:56.563906,8.28
23f19069737d0bfc6ef8000979f133f2,2022-11-26 12:40:35.753484,0.70
63e4345a43047b6c4639e649f8e05e6f,2022-11-29 05:43:33.436184,0.43
f9f22e5c15e3e4907910c939f6759767,2022-12-07 20:28:18.319692,0.87
23f19069737d0bfc6ef8000979f133f2,2022-12-25 08:15:56.139747,0.94
fc5b0e34356fef64eb86a4df6e2557b1,2022-11-08 15:13:07.489783,1.40
06b068f4956fff3226dfa1c0ed0f27ba,2022-11-26 21:29:27.652942,0.94
63e4345a43047b6c4639e649f8e05e6f,2022-11-20 04:44:15.208369,0.33
23f19069737d0bfc6ef8000979f133f2,2022-12-03 07:14:24.965020,0.85
f54dfbb327888018e8dbda9f47619438,2022-11-27 06:06:20.332068,3.13
118b14de0c9f33b3bb90ab062e331e78,2022-11-26 17:59:06.583617,8.02
118b14de0c9f33b3bb90ab062e331e78,2022-11-23 09:04:56.563906,8.28
30b070d415c6707f12ed1e2167561e66,2022-11-14 20:06:04.327577,3.47
12662323f160f021c8020f5276dec889,2022-11-27 07:32:06.553985,2.81
56c88b6f7b494456a8e3729207436c93,2022-11-17 12:48:33.655069,5.66
ede8029aefac4cca04095f0eec394151,2022-11-07 06:29:35.137545,0.00
f932082a79e13780f8504f4ccc2d4f2b,2022-11-23 09:13:10.465943,0.32
53d3399f2d3d0e2e2357ab629d0fbfe8,2022-11-17 07:52:27.091809,10.90
d3d8a5023f539a9d5c9dacc8f4e263b2,2022-12-07 13:38:45.031298,0.57
841499ff70f20787886cccecb5a77953,2022-11-15 19:35:12.684279,0.00
841499ff70f20787886cccecb5a77953,2022-11-15 20:16:39.817573,5.97
ede8029aefac4cca04095f0eec394151,2022-11-07 08:47:46.047042,2.97
d3d8a5023f539a9d5c9dacc8f4e263b2,2022-12-07 13:55:16.071177,1.13
d3d8a5023f539a9d5c9dacc8f4e263b2,2022-12-07 12:01:40.217600,1.24
9fd15a02ce90ec42d6f991563e26bbe3,2022-11-06 18:53:07.416145,3.70
5f9226d0e96566f4ea4343db6f89f950,2022-11-28 05:17:15.639423,1.54
841499ff70f20787886cccecb5a77953,2022-12-02 15:07:01.579123,0.00
841499ff70f20787886cccecb5a77953,2022-12-02 15:26:59.627381,0.00
be62570f7330c20a61e57098d36bef6f,2022-11-26 04:08:24.946969,0.36
ede8029aefac4cca04095f0eec394151,2022-11-07 08:47:46.047042,4.48
56c88b6f7b494456a8e3729207436c93,2022-11-17 13:30:47.743987,5.66
9fd15a02ce90ec42d6f991563e26bbe3,2022-11-06 17:50:42.501603,3.67
